@index,measuredValue.basicData.@xsi:type,measuredValue.basicData.measurementOrCalculationPeriod,measuredValue.basicData.forVehiclesWithCharacteristicsOf.vehicleType,measuredValue.basicData.averageVehicleSpeed.speed,DateTime,ID
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4045011
21,TrafficSpeed,900.0,carOrLightVehicle,128.0,2025-09-03T02:20:00.000+02:00,4048011
21,TrafficSpeed,900.0,carOrLightVehicle,144.0,2025-09-03T02:20:00.000+02:00,4048012
21,TrafficSpeed,900.0,carOrLightVehicle,125.0,2025-09-03T02:20:00.000+02:00,4050011
21,TrafficSpeed,900.0,carOrLightVehicle,144.0,2025-09-03T02:20:00.000+02:00,4050012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4051011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4051012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4054011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4054012
21,TrafficSpeed,900.0,carOrLightVehicle,92.0,2025-09-03T02:20:00.000+02:00,4055011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4055012
21,TrafficSpeed,900.0,carOrLightVehicle,90.0,2025-09-03T02:20:00.000+02:00,4059011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4059012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4059013
21,TrafficSpeed,900.0,carOrLightVehicle,131.0,2025-09-03T02:20:00.000+02:00,4061011
21,TrafficSpeed,900.0,carOrLightVehicle,130.0,2025-09-03T02:20:00.000+02:00,4061012
21,TrafficSpeed,900.0,carOrLightVehicle,164.0,2025-09-03T02:20:00.000+02:00,4063011
21,TrafficSpeed,900.0,carOrLightVehicle,145.0,2025-09-03T02:20:00.000+02:00,4063012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4066011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4066012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4070011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4070012
21,TrafficSpeed,900.0,carOrLightVehicle,125.0,2025-09-03T02:20:00.000+02:00,4071011
21,TrafficSpeed,900.0,carOrLightVehicle,125.0,2025-09-03T02:20:00.000+02:00,4071012
21,TrafficSpeed,900.0,carOrLightVehicle,166.0,2025-09-03T02:20:00.000+02:00,4072011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4072012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4073011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4073012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4077011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4077012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4081011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4081012
21,TrafficSpeed,900.0,carOrLightVehicle,143.0,2025-09-03T02:20:00.000+02:00,4087011
21,TrafficSpeed,900.0,carOrLightVehicle,142.0,2025-09-03T02:20:00.000+02:00,4087012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4088011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4089011
21,TrafficSpeed,900.0,carOrLightVehicle,144.0,2025-09-03T02:20:00.000+02:00,4093011
21,TrafficSpeed,900.0,carOrLightVehicle,114.0,2025-09-03T02:20:00.000+02:00,4099011
21,TrafficSpeed,900.0,carOrLightVehicle,117.0,2025-09-03T02:20:00.000+02:00,4099012
21,TrafficSpeed,900.0,carOrLightVehicle,128.0,2025-09-03T02:20:00.000+02:00,4099013
21,TrafficSpeed,900.0,carOrLightVehicle,145.0,2025-09-03T02:20:00.000+02:00,4108011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4108012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,4108022
21,TrafficSpeed,900.0,carOrLightVehicle,136.0,2025-09-03T02:20:00.000+02:00,4110011
21,TrafficSpeed,900.0,carOrLightVehicle,160.0,2025-09-03T02:20:00.000+02:00,4110012
21,TrafficSpeed,900.0,carOrLightVehicle,136.0,2025-09-03T02:20:00.000+02:00,4110021
21,TrafficSpeed,900.0,carOrLightVehicle,181.0,2025-09-03T02:20:00.000+02:00,4110022
21,TrafficSpeed,900.0,carOrLightVehicle,170.0,2025-09-03T02:20:00.000+02:00,4111011
21,TrafficSpeed,900.0,carOrLightVehicle,155.0,2025-09-03T02:20:00.000+02:00,4111012
21,TrafficSpeed,900.0,carOrLightVehicle,88.0,2025-09-03T02:20:00.000+02:00,4111013
21,TrafficSpeed,900.0,carOrLightVehicle,168.0,2025-09-03T02:20:00.000+02:00,4111014
21,TrafficSpeed,900.0,carOrLightVehicle,107.0,2025-09-03T02:20:00.000+02:00,4112011
21,TrafficSpeed,900.0,carOrLightVehicle,105.0,2025-09-03T02:20:00.000+02:00,4112012
21,TrafficSpeed,900.0,carOrLightVehicle,170.0,2025-09-03T02:20:00.000+02:00,4118014
21,TrafficSpeed,900.0,carOrLightVehicle,110.0,2025-09-03T02:20:00.000+02:00,14043004
21,TrafficSpeed,900.0,carOrLightVehicle,110.0,2025-09-03T02:20:00.000+02:00,14043005
21,TrafficSpeed,900.0,carOrLightVehicle,120.0,2025-09-03T02:20:00.000+02:00,14043006
21,TrafficSpeed,900.0,carOrLightVehicle,80.0,2025-09-03T02:20:00.000+02:00,14043007
21,TrafficSpeed,900.0,carOrLightVehicle,80.0,2025-09-03T02:20:00.000+02:00,14043008
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043013
21,TrafficSpeed,900.0,carOrLightVehicle,100.0,2025-09-03T02:20:00.000+02:00,14043014
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043015
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043016
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043017
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043018
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043020
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043021
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043022
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043023
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043024
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043025
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043027
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043028
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043029
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043030
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043031
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043032
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043034
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043035
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T02:20:00.000+02:00,14043036
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043037
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043038
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043040
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043041
22,TrafficSpeed,900.0,lorry,236.0,2025-09-03T02:20:00.000+02:00,14043044
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043049
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043050
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043056
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:20:00.000+02:00,14043059
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4001012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4001013
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4005011
22,TrafficSpeed,900.0,lorry,202.0,2025-09-03T02:20:00.000+02:00,4005012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4005013
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4005014
22,TrafficSpeed,900.0,lorry,146.0,2025-09-03T02:20:00.000+02:00,4005015
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4005016
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4012011
22,TrafficSpeed,900.0,lorry,148.0,2025-09-03T02:20:00.000+02:00,4012012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4012013
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4012014
22,TrafficSpeed,900.0,lorry,176.0,2025-09-03T02:20:00.000+02:00,4012015
22,TrafficSpeed,900.0,lorry,204.0,2025-09-03T02:20:00.000+02:00,4012016
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4014011
22,TrafficSpeed,900.0,lorry,100.0,2025-09-03T02:20:00.000+02:00,4014012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4014013
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4014014
22,TrafficSpeed,900.0,lorry,95.0,2025-09-03T02:20:00.000+02:00,4014015
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4014016
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4019011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4019012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4019013
22,TrafficSpeed,900.0,lorry,208.0,2025-09-03T02:20:00.000+02:00,4020013
22,TrafficSpeed,900.0,lorry,137.0,2025-09-03T02:20:00.000+02:00,4020014
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4045011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4048011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4048012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4050011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4050012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4051011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4051012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4054011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4054012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4055011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4055012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4059011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4059012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4059013
22,TrafficSpeed,900.0,lorry,166.0,2025-09-03T02:20:00.000+02:00,4061011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4061012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4063011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4063012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4066011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4066012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4070011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4070012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4071011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4071012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4072011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4072012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4073011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4073012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4077011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4077012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4081011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4081012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4087011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4087012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4088011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4089011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4093011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4099011
22,TrafficSpeed,900.0,lorry,113.0,2025-09-03T02:20:00.000+02:00,4099012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4099013
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4108011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4108012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4108022
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4110011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4110012
22,TrafficSpeed,900.0,lorry,111.0,2025-09-03T02:20:00.000+02:00,4110021
22,TrafficSpeed,900.0,lorry,185.0,2025-09-03T02:20:00.000+02:00,4110022
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4111011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4111012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4111013
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4111014
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4112011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4112012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,4118014
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043004
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043005
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043006
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043007
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043008
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043013
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043014
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043015
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043037
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043038
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043040
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043041
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043049
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043050
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043056
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T02:20:00.000+02:00,14043059
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043016
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043017
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043018
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043020
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043021
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043022
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043023
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043024
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043025
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043027
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043028
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043029
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043030
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043031
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043032
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043034
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043035
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T02:35:00.000+02:00,14043036
21,TrafficSpeed,900.0,carOrLightVehicle,236.0,2025-09-03T02:35:00.000+02:00,14043044
21,TrafficSpeed,900.0,carOrLightVehicle,162.0,2025-09-03T02:35:00.000+02:00,4001012
21,TrafficSpeed,900.0,carOrLightVehicle,157.0,2025-09-03T02:35:00.000+02:00,4001013
21,TrafficSpeed,900.0,carOrLightVehicle,155.0,2025-09-03T02:35:00.000+02:00,4005011
21,TrafficSpeed,900.0,carOrLightVehicle,178.0,2025-09-03T02:35:00.000+02:00,4005012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4005013
21,TrafficSpeed,900.0,carOrLightVehicle,168.0,2025-09-03T02:35:00.000+02:00,4005014
21,TrafficSpeed,900.0,carOrLightVehicle,167.0,2025-09-03T02:35:00.000+02:00,4005015
21,TrafficSpeed,900.0,carOrLightVehicle,194.0,2025-09-03T02:35:00.000+02:00,4005016
21,TrafficSpeed,900.0,carOrLightVehicle,150.0,2025-09-03T02:35:00.000+02:00,4012011
21,TrafficSpeed,900.0,carOrLightVehicle,170.0,2025-09-03T02:35:00.000+02:00,4012012
21,TrafficSpeed,900.0,carOrLightVehicle,195.0,2025-09-03T02:35:00.000+02:00,4012013
21,TrafficSpeed,900.0,carOrLightVehicle,111.0,2025-09-03T02:35:00.000+02:00,4012014
21,TrafficSpeed,900.0,carOrLightVehicle,181.0,2025-09-03T02:35:00.000+02:00,4012015
21,TrafficSpeed,900.0,carOrLightVehicle,218.0,2025-09-03T02:35:00.000+02:00,4012016
21,TrafficSpeed,900.0,carOrLightVehicle,100.0,2025-09-03T02:35:00.000+02:00,4014011
21,TrafficSpeed,900.0,carOrLightVehicle,109.0,2025-09-03T02:35:00.000+02:00,4014012
21,TrafficSpeed,900.0,carOrLightVehicle,141.0,2025-09-03T02:35:00.000+02:00,4014013
21,TrafficSpeed,900.0,carOrLightVehicle,64.0,2025-09-03T02:35:00.000+02:00,4014014
21,TrafficSpeed,900.0,carOrLightVehicle,110.0,2025-09-03T02:35:00.000+02:00,4014015
21,TrafficSpeed,900.0,carOrLightVehicle,132.0,2025-09-03T02:35:00.000+02:00,4014016
21,TrafficSpeed,900.0,carOrLightVehicle,159.0,2025-09-03T02:35:00.000+02:00,4019011
21,TrafficSpeed,900.0,carOrLightVehicle,159.0,2025-09-03T02:35:00.000+02:00,4019012
21,TrafficSpeed,900.0,carOrLightVehicle,110.0,2025-09-03T02:35:00.000+02:00,4019013
21,TrafficSpeed,900.0,carOrLightVehicle,156.0,2025-09-03T02:35:00.000+02:00,4020013
21,TrafficSpeed,900.0,carOrLightVehicle,142.0,2025-09-03T02:35:00.000+02:00,4020014
21,TrafficSpeed,900.0,carOrLightVehicle,127.0,2025-09-03T02:35:00.000+02:00,4045011
21,TrafficSpeed,900.0,carOrLightVehicle,115.0,2025-09-03T02:35:00.000+02:00,4048011
21,TrafficSpeed,900.0,carOrLightVehicle,117.0,2025-09-03T02:35:00.000+02:00,4048012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4050011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4050012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4051011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4051012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4054011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4054012
21,TrafficSpeed,900.0,carOrLightVehicle,143.0,2025-09-03T02:35:00.000+02:00,4055011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4055012
21,TrafficSpeed,900.0,carOrLightVehicle,133.0,2025-09-03T02:35:00.000+02:00,4059011
21,TrafficSpeed,900.0,carOrLightVehicle,190.0,2025-09-03T02:35:00.000+02:00,4059012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4059013
21,TrafficSpeed,900.0,carOrLightVehicle,134.0,2025-09-03T02:35:00.000+02:00,4061011
21,TrafficSpeed,900.0,carOrLightVehicle,125.0,2025-09-03T02:35:00.000+02:00,4061012
21,TrafficSpeed,900.0,carOrLightVehicle,151.0,2025-09-03T02:35:00.000+02:00,4063011
21,TrafficSpeed,900.0,carOrLightVehicle,150.0,2025-09-03T02:35:00.000+02:00,4063012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4066011
21,TrafficSpeed,900.0,carOrLightVehicle,146.0,2025-09-03T02:35:00.000+02:00,4066012
21,TrafficSpeed,900.0,carOrLightVehicle,189.0,2025-09-03T02:35:00.000+02:00,4070011
21,TrafficSpeed,900.0,carOrLightVehicle,208.0,2025-09-03T02:35:00.000+02:00,4070012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4071011
21,TrafficSpeed,900.0,carOrLightVehicle,153.0,2025-09-03T02:35:00.000+02:00,4071012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4072011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4072012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4073011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4073012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4077011
21,TrafficSpeed,900.0,carOrLightVehicle,176.0,2025-09-03T02:35:00.000+02:00,4077012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4081011
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T02:35:00.000+02:00,4081012
21,TrafficSpeed,900.0,carOrLightVehicle,179.0,2025-09-03T02:35:00.000+02:00,4087011
21,TrafficSpeed,900.0,carOrLightVehicle,153.0,2025-09-03T02:35:00.000+02:00,4087012
21,TrafficSpeed,900.0,carOrLightVehicle,111.0,2025-09-03T02:35:00.000+02:00,4088011
21,TrafficSpeed,900.0,carOrLightVehicle,154.0,2025-09-03T02:35:00.000+02:00,4089011
21,TrafficSpeed,900.0,carOrLightVehicle,145.0,2025-09-03T02:35:00.000+02:00,4093011
21,TrafficSpeed,900.0,carOrLightVehicle,114.0,2025-09-03T02:35:00.000+02:00,4099011
21,TrafficSpeed,900.0,carOrLightVehicle,109.0,2025-09-03T02:35:00.000+02:00,4099012
21,TrafficSpeed,900.0,carOrLightVehicle,96.0,2025-09-03T02:35:00.000+02:00,4099013
21,TrafficSpeed,900.0,carOrLightVehicle,172.0,2025-09-03T02:35:00.000+02:00,4108011
21,TrafficSpeed,900.0,carOrLightVehicle,172.0,2025-09-03T02:35:00.000+02:00,4108012
21,TrafficSpeed,900.0,carOrLightVehicle,145.0,2025-09-03T02:35:00.000+02:00,4108022
21,TrafficSpeed,900.0,carOrLightVehicle,134.0,2025-09-03T02:35:00.000+02:00,4110011
21,TrafficSpeed,900.0,carOrLightVehicle,123.0,2025-09-03T02:35:00.000+02:00,4110012
21,TrafficSpeed,900.0,carOrLightVehicle,143.0,2025-09-03T02:35:00.000+02:00,4110021
21,TrafficSpeed,900.0,carOrLightVehicle,154.0,2025-09-03T02:35:00.000+02:00,4110022
21,TrafficSpeed,900.0,carOrLightVehicle,176.0,2025-09-03T02:35:00.000+02:00,4111011
21,TrafficSpeed,900.0,carOrLightVehicle,217.0,2025-09-03T02:35:00.000+02:00,4111012
21,TrafficSpeed,900.0,carOrLightVehicle,159.0,2025-09-03T02:35:00.000+02:00,4111013
